participantId,month,total_income,total_expense,total_net,total_food_expense,total_recreation_expense,total_shelter_expense,total_education_expense,avg_availableBalance,avg_dailyFoodBudget,avg_weeklyExtraBudget,age,educationLevel,householdSize,haveKids,age_group,household_type
1,2023-03,8312.461423361952,1186.8787076739682,7125.582715687984,272.00263059505016,321.88207583604316,554.9886216892347,38.00537955363991,81956.61597401985,12.0,11739.21728421156,25,HighSchoolOrCollege,3,True,18-25,Size3_Kids
1,2023-04,7228.227324662567,1305.5288377912393,5922.698486871328,259.906693486923,452.62814306144156,554.9886216892347,38.00537955363991,88575.33999598079,12.0,12804.183765563954,25,HighSchoolOrCollege,3,True,18-25,Size3_Kids
1,2023-05,6505.404592196311,1133.338791711974,5372.065800484337,213.50598033430177,326.8388101347976,554.9886216892347,38.00537955363991,94231.29420266913,12.0,9906.891567984996,25,HighSchoolOrCollege,3,True,18-25,Size3_Kids
2,2022-03,9722.064448008585,1860.520293552843,7861.544154455742,290.4836559068506,431.305893127937,1113.1058544816733,25.624890036381977,4515.623552956306,16.0,2019.1038463891855,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-04,6651.65793061978,1200.120522245475,5451.5374083743045,290.2532968731306,340.50185311331677,556.5529272408367,12.812445018190989,10199.853841126807,16.0,3578.486210540909,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-05,6968.40354636358,1183.578949815026,5784.824596548554,295.74470510420764,318.4688724517905,556.5529272408367,12.812445018190989,15871.061730949645,16.0,5093.889498377648,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-06,6968.403546363579,1202.767051323303,5765.636495040277,288.8396534935557,344.5620255707195,556.5529272408367,12.812445018190989,21642.372344361633,16.0,6824.71495904965,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-07,6651.657930619781,1245.1524157209788,5406.505514898802,280.6773615800753,395.10968188187564,556.5529272408367,12.812445018190989,27311.846118947724,16.0,8179.7985364075175,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-08,7285.149162107379,1301.5632886474,5983.585873459979,308.0824011634837,424.1155152248888,556.5529272408367,12.812445018190989,33024.4822065182,16.0,9823.867992024054,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-09,6968.40354636358,1135.3759795592837,5833.027566804296,265.6476287758469,300.362978524409,556.5529272408367,12.812445018190989,38730.73179526181,16.0,11640.63050581711,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-10,6651.657930619781,1275.0815318824873,5376.576398737294,291.37424799155366,414.341911631906,556.5529272408367,12.812445018190989,44404.31933265453,16.0,12904.814093183279,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-11,6968.403546363579,1105.8251394634044,5862.578406900175,270.1369801971591,266.3227870072176,556.5529272408367,12.812445018190989,50115.556800770944,16.0,14784.800991969962,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2022-12,6968.403546363579,1209.0657527404053,5759.337793623174,307.34718167779124,332.35319880358645,556.5529272408367,12.812445018190989,55923.655355050745,16.0,16108.308419487776,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2023-01,6968.40354636358,1127.384789015021,5841.018757348559,312.5237573314524,245.495659424541,556.5529272408367,12.812445018190989,61712.910324559925,16.0,17693.193902792817,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2023-02,6334.912314875982,1194.6346140124513,5140.27770086353,266.2035235818814,359.065718171542,556.5529272408367,12.812445018190989,67263.59061964766,16.0,20304.285083589628,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2023-03,7285.149162107378,1198.2688188197183,6086.88034328766,295.0080073774512,333.89543918323926,556.5529272408367,12.812445018190989,72704.12881320583,16.0,20780.070508970097,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2023-04,6334.912314875982,1105.6891857412033,5229.223129134778,276.3820736765824,259.9417398055932,556.5529272408367,12.812445018190989,78448.81276669841,16.0,22651.632528792565,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
2,2023-05,5701.4210833883835,1018.6562855764405,4682.764797811943,226.5142321084591,222.77668120895368,556.5529272408367,12.812445018190989,83415.14682203987,16.0,17503.322410758246,35,HighSchoolOrCollege,3,True,26-35,Size3_Kids
3,2022-03,9407.86416122018,1931.7923127420281,7476.071848478153,291.9786443753778,453.8256658809011,1109.9772433784694,76.01075910727982,4266.7253466466245,12.0,1670.0695388895756,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-04,6428.953178567977,1195.3552381474822,5233.597940420495,278.79867291952587,323.56256398508157,554.9886216892347,38.00537955363991,9672.907819350023,12.0,1952.2801568064003,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-05,6735.093806118834,1663.02162412294,5072.072181995894,289.6175810514608,780.4100418286047,554.9886216892347,38.00537955363991,15078.934875084778,12.0,3304.5571930983506,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-06,6735.0938061188335,1198.7658713456362,5536.327934773197,272.4689087042309,333.3029613985307,554.9886216892347,38.00537955363991,20157.079651620843,12.0,3931.264772706818,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-07,6428.953178567978,1144.6805627207002,5284.272615847278,288.19077459782045,263.49578688000514,554.9886216892347,38.00537955363991,25695.060000404465,12.0,6934.132236457499,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-08,7041.23443366969,1602.3616299098821,5438.8728037598075,291.16346948995033,718.204159177057,554.9886216892347,38.00537955363991,31132.23230402468,12.0,8454.034544025619,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-09,6735.093806118834,1178.3089928702564,5556.784813248578,286.7636846833925,298.5513069439892,554.9886216892347,38.00537955363991,36432.810943608456,12.0,9418.78784816532,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-10,6428.953178567978,1285.4898300355517,5143.463348532427,283.9218213431575,408.57400744951974,554.9886216892347,38.00537955363991,41758.7897396995,12.0,8965.5860873319,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-11,6735.0938061188335,1166.0776774391638,5569.01612867967,274.6422163985803,298.4414597977088,554.9886216892347,38.00537955363991,47255.79052944582,12.0,6975.89838893701,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2022-12,6735.0938061188335,1135.05928515585,5600.034520962983,286.75867121225883,255.3066127007165,554.9886216892347,38.00537955363991,52803.945400946155,12.0,9521.785962814996,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2023-01,6735.093806118834,1105.3724360150193,5629.721370103815,289.6198016626586,222.7586331094862,554.9886216892347,38.00537955363991,58383.54334529997,12.0,8376.320451058962,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2023-02,6122.812551017122,1202.4612569334029,4920.351294083719,261.6128686527963,347.85438703773184,554.9886216892347,38.00537955363991,63722.00225973132,12.0,10339.885712479463,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2023-03,7041.23443366969,1176.534448483581,5864.699985186109,288.9697868879949,294.57066035271146,554.9886216892347,38.00537955363991,69002.34188106097,12.0,9864.68074269887,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2023-04,6122.812551017122,1149.411397454342,4973.40115356278,280.0193028660538,276.3980933454137,554.9886216892347,38.00537955363991,74512.28963464638,12.0,12267.349322184733,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
3,2023-05,5510.53129591541,1192.4217717408885,4318.1095241745215,225.17060997535282,374.2571605226612,554.9886216892347,38.00537955363991,79095.02236449839,12.0,15979.945312871412,21,HighSchoolOrCollege,3,True,18-25,Size3_Kids
4,2022-03,11589.786248191007,9056.661440701686,2533.124807489321,300.0471066339431,1345.042102535802,7385.94734149556,25.624890036381977,3514.9536095294634,20.0,3526.7563447744546,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-04,8335.18092657219,1948.8136902015253,6386.367236370665,265.38261205153356,668.3899921110885,1002.2286410207122,12.812445018190989,9842.619499434693,20.0,7128.9353634080335,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-05,8732.094304028007,1864.0454735163123,6868.048830511695,275.1035646273258,573.9008228500834,1002.2286410207122,12.812445018190989,16573.895178762123,20.0,10754.655692524077,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-06,8732.094304028007,1662.4461568461543,7069.648147181853,263.569806759247,383.8352640480041,1002.2286410207122,12.812445018190989,23516.395556163363,20.0,14913.546530373143,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-07,8335.18092657219,1710.5130986082074,6624.667827963982,275.70132173591674,419.77069083338745,1002.2286410207122,12.812445018190989,30511.00262362498,20.0,18295.733385819232,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-08,9129.007681483827,1608.6754263025114,7520.332255181315,272.947577273725,320.6867629898834,1002.2286410207122,12.812445018190989,37626.11597901772,20.0,22404.877100124544,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-09,8732.094304028007,1721.997658763189,7010.096645264818,259.86734974038035,447.08922298390553,1002.2286410207122,12.812445018190989,44625.03474370279,20.0,26800.191663872847,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-10,8335.18092657219,1826.201137134165,6508.979789438024,284.5240135845719,526.6360375106899,1002.2286410207122,12.812445018190989,51475.01532793749,20.0,29873.478700374064,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-11,8732.094304028007,1683.4116125260637,7048.682691501944,269.84603759265207,398.5244888945085,1002.2286410207122,12.812445018190989,58341.722128883106,20.0,34374.37932872526,43,Bachelors,3,True,36-45,Size3_Kids
4,2022-12,8732.094304028007,1740.6476991401846,6991.446604887822,277.06595801800773,448.54065508327363,1002.2286410207122,12.812445018190989,65312.23538594701,20.0,37565.88160845585,43,Bachelors,3,True,36-45,Size3_Kids
4,2023-01,8732.094304028007,1741.218406448334,6990.875897579674,275.0405303402932,451.1367900691376,1002.2286410207122,12.812445018190989,72314.16764165137,20.0,41411.940072173864,43,Bachelors,3,True,36-45,Size3_Kids
4,2023-02,7938.267549116371,1590.6382804708176,6347.629268645554,243.24003843120363,332.3571560007106,1002.2286410207122,12.812445018190989,79036.04917689637,20.0,47650.88279828105,43,Bachelors,3,True,36-45,Size3_Kids
4,2023-03,9129.007681483827,1661.6298828495626,7467.377798634264,275.174027155246,371.41476965541347,1002.2286410207122,12.812445018190989,85771.73025762779,20.0,48977.627662319064,43,Bachelors,3,True,36-45,Size3_Kids
4,2023-04,7938.267549116371,1789.8863763679828,6148.381172748388,269.856897774878,504.9883925542017,1002.2286410207122,12.812445018190989,92733.68480686,20.0,53452.118278849084,43,Bachelors,3,True,36-45,Size3_Kids
4,2023-05,7144.440794204734,1525.4733006584695,5618.967493546264,209.915914989561,300.51629963000516,1002.2286410207122,12.812445018190989,98582.99789727501,20.0,41337.78710902839,43,Bachelors,3,True,36-45,Size3_Kids
5,2022-03,4168.920740239827,2105.4845565028345,2063.4361837369925,353.87709772902235,525.9153193743764,1200.067249363054,25.624890036381977,1555.9690435212544,20.0,840.2938742914195,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-04,1680.0,1471.6100246370465,208.38997536295346,341.39036570517726,517.3735892321512,600.033624681527,12.812445018190989,1855.548243143322,20.0,989.1871451759804,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-05,1760.0,1378.8942201809414,381.1057798190586,360.3536944995524,405.69445598167096,600.033624681527,12.812445018190989,2201.827755263682,20.0,1166.7381306079512,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-06,1760.0,1584.3914434052094,175.60855659479057,354.8344209130336,616.7109527924578,600.033624681527,12.812445018190989,2410.2638190672214,20.0,1310.1484336331098,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-07,1680.0,1348.1205924524143,331.87940754758574,355.52074624943305,379.7537765032631,600.033624681527,12.812445018190989,2732.7490194117445,20.0,1444.073167148957,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-08,1840.0,1386.3091495156064,453.69085048439365,342.7730511006082,430.69002871528005,600.033624681527,12.812445018190989,3097.8226526334915,20.0,1678.731075847279,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-09,1760.0,1283.951378396059,476.048621603941,333.05589185009114,338.0494168462498,600.033624681527,12.812445018190989,3468.7980543223034,20.0,1943.3815764720082,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-10,1680.0,1265.7754312917627,414.22456870823726,326.43571411954946,326.49364747249535,600.033624681527,12.812445018190989,3959.6015505780056,20.0,2138.533793795725,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-11,1760.0,1183.4657963055126,576.5342036944874,326.9763585493663,243.64336805642841,600.033624681527,12.812445018190989,4472.846911179426,20.0,2489.9374558551312,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2022-12,1760.0,1514.0058137240646,245.99418627593536,373.885038192948,527.2747058313986,600.033624681527,12.812445018190989,4921.280818754742,20.0,2661.516428541253,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2023-01,1760.0,1459.8320754005433,300.1679245994567,371.07920115659545,475.9068045442298,600.033624681527,12.812445018190989,5148.108235827792,20.0,2789.4172060865685,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2023-02,1600.0,1269.6396753386725,330.36032466132747,304.92946751438524,351.8641381245692,600.033624681527,12.812445018190989,5485.182134121938,20.0,3133.0187144219176,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2023-03,1840.0,1297.0468328772615,542.9531671227385,337.89807926040544,346.3026839171381,600.033624681527,12.812445018190989,5872.56575039094,20.0,3238.981691319375,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2023-04,1600.0,1201.0347936321498,398.9652063678502,294.45764541609475,293.73107851633705,600.033624681527,12.812445018190989,6361.561051589845,20.0,3505.4036203930636,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
5,2023-05,1440.0,1238.6476484160605,201.35235158393948,291.22650955474444,334.5750691615981,600.033624681527,12.812445018190989,6697.96627204661,20.0,2737.865697991152,32,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-03,4045.9635853666946,2551.683664991261,1494.2799203754334,349.9302344150543,1013.7445622920359,1162.383978247789,25.624890036381977,1206.9805737655408,20.0,604.8650611499353,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-04,1789.7094280721517,1599.0942390647936,190.61518900735814,307.45381602856753,697.6359888941406,581.1919891238945,12.812445018190989,1243.0536245590624,20.0,664.0429343788882,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-05,1708.3589995234177,1590.187572138827,118.17142738459074,341.93704894056395,654.2460890561775,581.1919891238945,12.812445018190989,1409.5860337253885,20.0,703.0337489417333,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-06,1789.7094280721517,1377.5415244651872,412.1679036069645,324.2143097882122,459.3227805348897,581.1919891238945,12.812445018190989,1761.757586478499,20.0,953.3500625034964,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-07,1871.059856620886,1669.640592104887,201.41926451599898,324.88479076389024,750.7513671989113,581.1919891238945,12.812445018190989,1975.4665492798604,20.0,1070.3176531399567,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-08,1708.3589995234174,1672.9555911223665,35.40340840105091,318.3454822387758,760.6056747415053,581.1919891238945,12.812445018190989,2123.171206967314,20.0,1109.865213646025,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-09,1789.709428072152,1559.4558473080506,230.25358076410134,310.9145029144156,654.5369102515494,581.1919891238945,12.812445018190989,2256.706646399718,20.0,1231.7736986771697,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-10,1789.709428072152,1490.1215420468438,299.5878860253081,324.2504418390678,571.8666660656905,581.1919891238945,12.812445018190989,2572.4332312334755,20.0,1389.8615788661593,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-11,1708.3589995234177,1553.8157363290757,154.543263194342,298.9677321410885,660.8435700459017,581.1919891238945,12.812445018190989,2844.6610040350683,20.0,1528.0786780755382,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2022-12,1871.059856620886,1646.928903482014,224.13095313887197,354.72042141591567,698.2040479240129,581.1919891238945,12.812445018190989,2958.7070605530207,20.0,1610.260538387263,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2023-01,1708.3589995234177,1266.9659955218965,441.39300400152115,298.458996837918,374.50256454189304,581.1919891238945,12.812445018190989,3304.377057303074,20.0,1774.1166727499665,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2023-02,1627.0085709746834,1132.9466334850636,494.0619374896198,266.2844512353779,272.6577481076002,581.1919891238945,12.812445018190989,3798.5545968681013,20.0,2148.1139310798017,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2023-03,1871.059856620886,1483.6935354518716,387.3663211690143,330.31996093829304,559.3691403714934,581.1919891238945,12.812445018190989,4196.292214946715,20.0,2287.010725996557,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2023-04,1789.7094280721517,1437.1435934450158,352.5658346271359,305.59014834363177,537.5490109592985,581.1919891238945,12.812445018190989,4491.40701154589,20.0,2509.684044265934,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
6,2023-05,1301.6068567797467,1239.4244229261226,62.18243385362416,254.08177437056244,391.3382144134747,581.1919891238945,12.812445018190989,4725.559227776673,20.0,1940.3437307342945,26,HighSchoolOrCollege,3,True,26-35,Size3_Kids
7,2022-03,8916.92817336859,3538.1062565516045,5378.821916816985,483.03583962992496,1003.041632266777,2026.4038946185203,25.624890036381977,3023.556025821018,20.0,2548.5049804734945,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-04,5643.554761121756,2198.9236864039644,3444.6310747177918,464.0480099286473,708.861284147866,1013.2019473092602,12.812445018190989,6487.251149561701,20.0,4445.886419116167,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-05,5912.295464032316,2120.169221119201,3792.1262429131148,518.0198683355358,576.1349604562146,1013.2019473092602,12.812445018190989,10185.382573326711,20.0,6445.1536125358325,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-06,5912.295464032316,2025.216747279283,3887.078716753033,477.2872203781187,521.9151345737133,1013.2019473092602,12.812445018190989,13998.36187281594,20.0,8738.469476405799,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-07,5643.554761121756,2070.780452499927,3572.7743086218293,545.7341916438709,499.03186852860495,1013.2019473092602,12.812445018190989,17830.9985501192,20.0,10556.818473127512,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-08,6181.036166942877,1889.913550457084,4291.122616485793,502.95717443100466,360.94198369862806,1013.2019473092602,12.812445018190989,21747.909555186903,20.0,12856.812128683028,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-09,5912.295464032316,1944.322886777104,3967.972577255212,518.9693606524147,399.33913379723833,1013.2019473092602,12.812445018190989,25709.491039817985,20.0,15353.139832296973,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-10,5643.554761121756,1893.0188647477726,3750.5358963739836,521.6165663042996,345.3879061160219,1013.2019473092602,12.812445018190989,29622.933565435844,20.0,17099.93911385922,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-11,5912.295464032316,1959.172024498986,3953.12343953333,508.36436118007555,424.7932709914593,1013.2019473092602,12.812445018190989,33579.734356473775,20.0,19683.24405890767,27,Bachelors,3,True,26-35,Size3_Kids
7,2022-12,5912.295464032317,1829.0744399134876,4083.2210241188295,515.7688678596314,287.2911797264051,1013.2019473092602,12.812445018190989,37545.84673351223,20.0,21514.6076857168,27,Bachelors,3,True,26-35,Size3_Kids
7,2023-01,5912.295464032317,1935.2411896923438,3977.054274339973,528.9222007205396,380.30459664435307,1013.2019473092602,12.812445018190989,41582.16365501517,20.0,23714.56732338796,27,Bachelors,3,True,26-35,Size3_Kids
7,2023-02,5374.814058211196,1770.9030230118808,3603.911035199316,477.7864596921109,267.1021709923188,1013.2019473092602,12.812445018190989,45393.56791571775,20.0,27253.830414535063,27,Bachelors,3,True,26-35,Size3_Kids
7,2023-03,6181.036166942876,1870.0404960546243,4310.995670888251,538.998296607469,305.0278071197043,1013.2019473092602,12.812445018190989,49259.49337414923,20.0,28057.74643755116,27,Bachelors,3,True,26-35,Size3_Kids
7,2023-04,5374.814058211196,2042.412471646217,3332.4015865649794,517.895467878812,498.50261143995374,1013.2019473092602,12.812445018190989,53139.909440675474,20.0,30518.406714248875,27,Bachelors,3,True,26-35,Size3_Kids
7,2023-05,4837.332652390077,1728.5197602242954,3108.8128921657817,386.19245817026,316.3129097265844,1013.2019473092602,12.812445018190989,56390.67101055962,20.0,23623.687095830453,27,Bachelors,3,True,26-35,Size3_Kids
8,2022-03,6595.682497172903,3533.208759599471,3062.473737573432,493.3487143124657,654.9743032128152,2359.260852037808,25.624890036381977,1730.3816999599967,20.0,1098.264493886719,20,Bachelors,3,True,18-25,Size3_Kids
8,2022-04,3348.50963435861,2027.7218274088798,1320.7878069497303,495.9412215882573,339.33773478352737,1179.630426018904,12.812445018190989,3114.2434194081015,20.0,1843.6745144478184,20,Bachelors,3,True,18-25,Size3_Kids
