participantId,avg_income,avg_expense,avg_net,age,educationLevel,householdSize,haveKids,age_group,household_type
68,4512.75016453215,1429.5998312090592,3083.150333323091,42,HighSchoolOrCollege,3,True,36-45,Size3_Kids
69,4330.5058381173685,2032.6101955137478,2297.8956426036207,24,Bachelors,3,True,18-25,Size3_Kids
70,2663.276600129306,1682.9365019689728,980.3400981603332,49,HighSchoolOrCollege,3,True,46-55,Size3_Kids
71,2665.737422431376,1803.3867001967615,862.3507222346148,59,Bachelors,3,True,56-60,Size3_Kids
72,10665.118427308991,1400.2372657762514,9264.88116153274,21,Bachelors,3,True,18-25,Size3_Kids
73,7120.037819522006,1524.3276253892536,5595.710194132753,32,Bachelors,3,True,26-35,Size3_Kids
74,1874.526428500508,1646.0002556589088,228.52617284159922,48,HighSchoolOrCollege,3,True,46-55,Size3_Kids
75,2903.845122514393,1893.8228825166689,1010.0222399977242,59,HighSchoolOrCollege,2,False,56-60,Size2_NoKids
76,4472.326891281818,1343.1799673611267,3129.1469239206917,34,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
77,4450.214591130134,1496.5320536609042,2953.6825374692294,20,HighSchoolOrCollege,2,False,18-25,Size2_NoKids
78,13136.526072400164,1344.7733082500718,11791.752764150093,24,Graduate,2,False,18-25,Size2_NoKids
79,5762.83877954688,1022.3657136396045,4740.473065907277,56,HighSchoolOrCollege,2,False,56-60,Size2_NoKids
80,4407.837953995465,1328.0081028521506,3079.829851143315,59,HighSchoolOrCollege,2,False,56-60,Size2_NoKids
81,5642.076596305153,2028.9400207061394,3613.1365755990137,27,Graduate,2,False,26-35,Size2_NoKids
82,6179.709662395474,2156.0387648604974,4023.6708975349766,40,Graduate,2,False,36-45,Size2_NoKids
83,5640.229687662298,955.5689941441948,4684.660693518103,53,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
84,4320.895838860507,1526.317042222771,2794.578796637736,33,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
85,4274.111775590291,1684.3656468521726,2589.746128738118,45,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
86,4205.428342797026,1384.9127810043128,2820.5155617927135,31,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
87,2223.286431034756,1654.0129462650696,569.2734847696863,58,HighSchoolOrCollege,2,False,56-60,Size2_NoKids
88,1901.8518995573256,1578.3182417719304,323.5336577853952,20,HighSchoolOrCollege,2,False,18-25,Size2_NoKids
89,5551.129068922612,1253.6242793102797,4297.5047896123315,54,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
90,5454.665866528914,1155.085540452586,4299.580326076329,20,HighSchoolOrCollege,2,False,18-25,Size2_NoKids
91,1877.3156473203774,1524.68128355162,352.63436376875745,41,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
92,4121.530696943171,1409.0884210866773,2712.442275856494,43,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
93,3962.30712259214,1480.9944681831382,2481.312654409002,48,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
94,7041.8462208120745,1391.9347845580114,5649.911436254063,23,Bachelors,2,False,18-25,Size2_NoKids
95,3767.3239751420842,1488.8639876347281,2278.459987507356,47,Low,2,False,46-55,Size2_NoKids
96,3956.976206670048,1520.5212011146175,2436.4550055554305,23,HighSchoolOrCollege,2,False,18-25,Size2_NoKids
97,5649.347555085519,2061.176567031961,3588.170988053558,56,Graduate,2,False,56-60,Size2_NoKids
98,3913.9349561058907,1417.0027006836738,2496.9322554222167,55,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
99,6573.142257265092,1480.396377140952,5092.74588012414,31,Bachelors,2,False,26-35,Size2_NoKids
100,3827.1900055642664,1337.735960922095,2489.454044642171,29,Low,2,False,26-35,Size2_NoKids
101,5400.763263442292,908.8099489760042,4491.953314466287,38,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
102,10551.670938372576,1461.6983434610127,9089.972594911562,56,Bachelors,2,False,56-60,Size2_NoKids
103,10110.137570638435,1191.1711620506662,8918.966408587768,18,Bachelors,2,False,18-25,Size2_NoKids
104,2219.0564854439317,1503.1140460750316,715.9424393689002,47,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
105,2995.4469856864966,1832.056460053607,1163.3905256328896,52,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
106,5301.53268794405,1799.8595536425485,3501.6731343015012,34,Bachelors,2,False,26-35,Size2_NoKids
107,3864.7371982250625,1362.935688702656,2501.8015095224064,26,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
108,5370.643484504852,1140.14622290034,4230.497261604512,36,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
109,5378.794190961497,1628.2816004862332,3750.5125904752636,52,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
110,5278.862586055024,1433.6818471508127,3845.1807389042106,26,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
111,1858.127673896429,1528.556491493483,329.5711824029461,30,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
112,10509.222782561514,1489.7216451901627,9019.501137371351,23,Graduate,2,False,18-25,Size2_NoKids
113,5956.969634063332,2000.9959843729723,3955.973649690359,51,Graduate,2,False,46-55,Size2_NoKids
114,9247.005877223206,1341.1108338851552,7905.89504333805,55,Graduate,2,False,46-55,Size2_NoKids
115,3869.5535029933753,1529.176655775303,2340.3768472180723,56,HighSchoolOrCollege,2,False,56-60,Size2_NoKids
116,12753.091843355893,1270.0806801408103,11483.011163215086,43,Graduate,2,False,36-45,Size2_NoKids
117,5944.683272203351,2240.2405417044833,3704.442730498867,22,Bachelors,2,False,18-25,Size2_NoKids
118,9978.77703222765,1378.8683385093307,8599.908693718318,33,Bachelors,2,False,26-35,Size2_NoKids
119,9040.016464989276,1635.1104025085508,7404.906062480726,32,Graduate,2,False,26-35,Size2_NoKids
120,3150.5317280863887,1828.7426356602905,1321.7890924260983,31,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
121,3832.3771169638444,1548.7978650832258,2283.579251880619,45,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
122,5271.493620948546,1296.54602492911,3974.9475960194354,37,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
123,5209.849797775387,1244.874715813222,3964.9750819621645,43,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
124,12546.188712425466,1210.0255973894377,11336.163115036028,49,Graduate,2,False,46-55,Size2_NoKids
125,11297.4912888279,1513.3515349047327,9784.139753923166,50,Graduate,2,False,46-55,Size2_NoKids
126,2047.501118346052,1577.4023750905621,470.09874325548986,26,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
127,2763.9303496242574,55.75430065343735,2708.17604897082,60,HighSchoolOrCollege,2,False,56-60,Size2_NoKids
128,4464.82171137538,1794.7211285547828,2670.1005828205975,57,Bachelors,2,False,56-60,Size2_NoKids
129,3713.727928989012,1788.4044892111347,1925.323439777877,27,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
130,3699.5304548905747,1639.8078527068642,2059.7226021837105,48,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
131,3077.8804888311506,1866.042003389333,1211.8384854418177,26,Bachelors,2,False,26-35,Size2_NoKids
132,8491.952112043453,1523.072948517819,6968.879163525633,36,Graduate,2,False,36-45,Size2_NoKids
133,3668.9022709972155,1481.7808011143354,2187.1214698828803,27,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
134,5182.081566671239,1030.3352849490523,4151.746281722186,53,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
135,3454.2588292068385,1911.64517386027,1542.6136553465687,59,HighSchoolOrCollege,2,False,56-60,Size2_NoKids
136,8310.08711528089,1565.8669988400588,6744.220116440831,34,Graduate,2,False,26-35,Size2_NoKids
137,2152.0681113290275,1357.923230326073,794.1448810029543,34,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
138,3637.3094995103247,1900.2879345215545,1737.0215649887707,49,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
139,4133.441529123551,2132.5337834838106,2000.9077456397406,48,Bachelors,2,False,46-55,Size2_NoKids
140,9851.839035603714,1224.209804611899,8627.629230991815,24,Bachelors,2,False,18-25,Size2_NoKids
141,3381.5504263178345,1782.4722367361396,1599.0781895816945,24,Bachelors,2,False,18-25,Size2_NoKids
142,2844.6523783293396,64.70061340526479,2779.9517649240747,24,HighSchoolOrCollege,2,False,18-25,Size2_NoKids
143,5135.2199706190495,1592.8178344483008,3542.402136170749,18,HighSchoolOrCollege,2,False,18-25,Size2_NoKids
144,3574.928594189355,1630.5779706713245,1944.3506235180307,23,HighSchoolOrCollege,2,False,18-25,Size2_NoKids
145,2185.5484526721793,1650.638806389888,534.9096462822913,30,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
146,3583.5893931092914,1636.6984457093995,1946.8909473998917,46,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
147,3502.8567134821265,1631.1169072558473,1871.7398062262794,44,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
148,9686.939026837967,1231.2919656593965,8455.64706117857,37,Bachelors,2,False,36-45,Size2_NoKids
149,1980.6614336693933,1705.5048345953614,275.15659907403193,26,Bachelors,2,False,26-35,Size2_NoKids
150,9047.314118037239,1271.6688871508943,7775.645230886345,44,Bachelors,2,False,36-45,Size2_NoKids
151,3699.156618812082,1374.036705271123,2325.1199135409584,46,Low,2,False,46-55,Size2_NoKids
152,3468.407254885461,1493.960954135318,1974.446300750143,41,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
153,2882.062854937027,1969.0821386856967,912.9807162513301,23,HighSchoolOrCollege,2,False,18-25,Size2_NoKids
154,2595.0183924205967,58.59960249925247,2536.4187899213443,29,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
155,11257.863228653285,1536.1277520076612,9721.735476645621,55,Graduate,2,False,46-55,Size2_NoKids
156,3398.553607496232,1627.9621352054198,1770.5914722908124,52,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
157,11165.57347735774,1083.9145972667159,10081.658880091027,25,Graduate,2,False,18-25,Size2_NoKids
158,7462.928029525486,1579.7967193813524,5883.131310144134,25,Graduate,2,False,18-25,Size2_NoKids
159,5114.917131464214,1104.4387204075176,4010.478411056696,39,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
160,8730.144100819576,1217.9873684318145,7512.156732387762,52,Bachelors,2,False,46-55,Size2_NoKids
161,2678.7842608254273,41.04097438820384,2637.7432864372236,47,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
162,2567.0845650446663,1730.9635337106797,836.1210313339867,36,HighSchoolOrCollege,2,False,36-45,Size2_NoKids
163,5113.6066422834265,1433.9316204712875,3679.675021812139,26,HighSchoolOrCollege,2,False,26-35,Size2_NoKids
164,4615.202372928843,2337.5406764735812,2277.661696455262,27,Graduate,2,False,26-35,Size2_NoKids
165,6110.8007669990475,2005.669612797339,4105.131154201709,30,Graduate,2,False,26-35,Size2_NoKids
166,3361.676748480385,1638.6182581810558,1723.0584902993294,21,Low,2,False,18-25,Size2_NoKids
167,3343.777671180018,2154.2194197936997,1189.5582513863187,49,HighSchoolOrCollege,2,False,46-55,Size2_NoKids
168,6438.187854445931,978.9873210488082,5459.200533397123,48,Graduate,1,False,46-55,Size1_NoKids
169,3299.157321245012,1141.4573525185285,2157.699968726484,24,HighSchoolOrCollege,1,False,18-25,Size1_NoKids
170,8613.305079346526,962.2317582010031,7651.073321145523,20,Bachelors,1,False,18-25,Size1_NoKids
171,3566.3593755949473,876.3040947989596,2690.0552807959875,58,Low,1,False,56-60,Size1_NoKids
172,6095.6069530029135,1181.9597034183946,4913.647249584519,38,Graduate,1,False,36-45,Size1_NoKids
173,5944.6877833531535,1346.194376639595,4598.493406713559,19,Graduate,1,False,18-25,Size1_NoKids
174,1928.3439897015955,1344.4148843455616,583.9291053560338,43,Graduate,1,False,36-45,Size1_NoKids
175,3273.0501178443087,1000.4894133788085,2272.5607044655,22,HighSchoolOrCollege,1,False,18-25,Size1_NoKids
176,3444.314201225958,1507.0668885770747,1937.2473126488837,24,Graduate,1,False,18-25,Size1_NoKids
177,3226.160946690218,1107.1530605538458,2119.0078861363727,23,HighSchoolOrCollege,1,False,18-25,Size1_NoKids
178,4000.1357830006423,725.6864468090982,3274.449336191544,29,Bachelors,1,False,26-35,Size1_NoKids
179,2281.3406519626533,1696.5528842037845,584.7877677588691,44,Bachelors,1,False,36-45,Size1_NoKids
180,3328.262458805618,849.2294130376835,2479.0330457679343,34,Low,1,False,26-35,Size1_NoKids
181,1898.9177690666068,1266.5474072831346,632.3703617834722,22,HighSchoolOrCollege,1,False,18-25,Size1_NoKids
182,2096.9724294572984,1258.3120685965548,838.6603608607436,26,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
183,10714.466929643884,724.9222485763765,9989.54468106751,41,Graduate,1,False,36-45,Size1_NoKids
184,2320.5030903378415,1445.2718136314668,875.2312767063747,38,HighSchoolOrCollege,1,False,36-45,Size1_NoKids
185,5099.219853229543,693.509172653709,4405.710680575835,31,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
186,4477.013138190859,921.4080206512729,3555.6051175395855,38,Graduate,1,False,36-45,Size1_NoKids
187,3265.3415891719023,713.3285844863261,2552.013004685576,44,Low,1,False,36-45,Size1_NoKids
188,6519.520902337289,785.1564007653066,5734.364501571982,19,Bachelors,1,False,18-25,Size1_NoKids
189,10009.953548159854,603.9907060868984,9405.962842072955,53,Graduate,1,False,46-55,Size1_NoKids
190,6446.184122794648,1172.3987003516681,5273.785422442979,31,Bachelors,1,False,26-35,Size1_NoKids
191,3206.5509068178726,985.7786183987325,2220.7722884191403,48,HighSchoolOrCollege,1,False,46-55,Size1_NoKids
192,5019.6858832944135,598.1456503352241,4421.54023295919,59,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
193,5834.16974000739,745.7055651836744,5088.464174823715,23,Bachelors,1,False,18-25,Size1_NoKids
194,8604.205509365675,567.9860351029787,8036.219474262695,23,Bachelors,1,False,18-25,Size1_NoKids
195,10175.668210223172,665.4574224593478,9510.210787763823,60,Graduate,1,False,56-60,Size1_NoKids
196,2612.383154510413,1060.0603680245015,1552.3227864859116,28,Low,1,False,26-35,Size1_NoKids
197,2522.220138559068,1545.6514134732863,976.5687250857817,30,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
198,8309.431870411123,650.8061168960592,7658.6257535150635,39,Bachelors,1,False,36-45,Size1_NoKids
199,3212.837691598471,1132.4029961299182,2080.4346954685525,31,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
200,9973.091658140382,643.2314920679502,9329.860166072433,51,Graduate,1,False,46-55,Size1_NoKids
201,4903.672867031755,676.6395667719991,4227.033300259756,54,HighSchoolOrCollege,1,False,46-55,Size1_NoKids
202,2741.2009757241435,1525.5326828677912,1215.6682928563523,25,HighSchoolOrCollege,1,False,18-25,Size1_NoKids
203,2340.3893817294174,1472.817874126585,867.5715076028325,24,HighSchoolOrCollege,1,False,18-25,Size1_NoKids
204,3171.200696361176,689.4255256775374,2481.7751706836384,33,Low,1,False,26-35,Size1_NoKids
205,4892.193058240085,916.159570773831,3976.033487466254,37,HighSchoolOrCollege,1,False,36-45,Size1_NoKids
206,3103.715162830436,1239.5396710579041,1864.1754917725318,52,HighSchoolOrCollege,1,False,46-55,Size1_NoKids
207,4583.635950339054,652.4093818964107,3931.2265684426434,30,Bachelors,1,False,26-35,Size1_NoKids
208,3072.9516272560404,1036.91881564742,2036.0328116086205,56,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
209,4868.342655323374,597.8806721471952,4270.461983176178,24,HighSchoolOrCollege,1,False,18-25,Size1_NoKids
210,1873.4455270919727,1424.4877903698364,448.95773672213636,18,Low,1,False,18-25,Size1_NoKids
211,8311.024726930342,607.9563905105108,7703.068336419831,20,Bachelors,1,False,18-25,Size1_NoKids
212,1926.3734351648689,1585.826348136054,340.5470870288149,60,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
213,3546.5520568878082,658.3186689849223,2888.2333879028865,44,Bachelors,1,False,36-45,Size1_NoKids
214,4740.423248873384,645.0440689260619,4095.379179947323,33,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
215,8103.775575282275,601.6334852890848,7502.14208999319,31,Bachelors,1,False,26-35,Size1_NoKids
216,4735.435443550825,603.25672934596,4132.178714204864,38,HighSchoolOrCollege,1,False,36-45,Size1_NoKids
217,2037.7623826565423,1431.7537836356232,606.0085990209191,57,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
218,1853.5397203786895,1588.8982387095725,264.64148166911696,38,HighSchoolOrCollege,1,False,36-45,Size1_NoKids
219,2402.021230837186,736.0602620998129,1665.9609687373734,57,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
220,5226.15074783337,1657.4726806439135,3568.6780671894567,56,Graduate,1,False,56-60,Size1_NoKids
221,2947.139125867912,1172.5655021587067,1774.5736237092053,50,HighSchoolOrCollege,1,False,46-55,Size1_NoKids
222,3049.7477536916026,1147.0105901035226,1902.73716358808,44,HighSchoolOrCollege,1,False,36-45,Size1_NoKids
223,3076.569674143539,1435.5486645221115,1641.0210096214275,43,Bachelors,1,False,36-45,Size1_NoKids
224,3132.815869305484,586.1919466120144,2546.623922693469,41,Low,1,False,36-45,Size1_NoKids
225,4708.604943748617,534.2294535540747,4174.375490194542,49,HighSchoolOrCollege,1,False,46-55,Size1_NoKids
226,5007.504524633342,1267.1453017104354,3740.3592229229057,43,Bachelors,1,False,36-45,Size1_NoKids
227,3076.513243905064,1108.8702685808885,1967.6429753241757,59,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
228,7982.248804440921,750.814683734174,7231.434120706747,53,Bachelors,1,False,46-55,Size1_NoKids
229,5336.516113717235,784.1625914294965,4552.353522287739,41,Bachelors,1,False,36-45,Size1_NoKids
230,7892.924434676999,792.0143091094876,7100.910125567511,52,Bachelors,1,False,46-55,Size1_NoKids
231,1882.5360535341458,1486.136068220951,396.3999853131949,59,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
232,1882.8268918547853,1178.9387568942204,703.8881349605651,53,HighSchoolOrCollege,1,False,46-55,Size1_NoKids
233,9778.205095387788,723.5001241883773,9054.704971199411,38,Graduate,1,False,36-45,Size1_NoKids
234,5851.96568373647,1101.7954020117204,4750.170281724749,43,Graduate,1,False,36-45,Size1_NoKids
235,4200.187595691637,803.8516250327026,3396.335970658935,29,Graduate,1,False,26-35,Size1_NoKids
236,3085.5529139827054,747.5372784771482,2338.0156355055574,44,Low,1,False,36-45,Size1_NoKids
237,9670.36746716014,743.7908336378729,8926.576633522267,48,Graduate,1,False,46-55,Size1_NoKids
238,2934.038304514229,726.0811301283188,2207.95717438591,21,Low,1,False,18-25,Size1_NoKids
239,1855.074284185375,1699.352904661237,155.72137952413803,45,Low,1,False,36-45,Size1_NoKids
240,5889.604494613884,1223.5343493060525,4666.070145307832,21,Graduate,1,False,18-25,Size1_NoKids
241,4653.313363441726,698.1141209488992,3955.1992424928267,30,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
242,9571.798208010905,1114.23596932963,8457.562238681274,26,Graduate,1,False,26-35,Size1_NoKids
243,1865.517394098977,1198.844742057675,666.6726520413021,31,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
244,2682.2414704448342,1375.2139251670314,1307.0275452778028,30,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
245,5838.224519647286,935.9953837431427,4902.229135904143,52,Graduate,1,False,46-55,Size1_NoKids
246,1861.9670314560383,1471.1992867843187,390.76774467171947,30,HighSchoolOrCollege,1,False,26-35,Size1_NoKids
247,1863.7336251647976,1553.3308038587681,310.4028213060293,33,Low,1,False,26-35,Size1_NoKids
248,7875.35412303894,715.8782546360976,7159.475868402843,51,Bachelors,1,False,46-55,Size1_NoKids
249,3649.4290478657626,1130.4482884962974,2518.980759369465,25,Graduate,1,False,18-25,Size1_NoKids
250,3021.499737416478,1172.1391875372253,1849.3605498792526,59,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
251,2974.7797316612864,1026.6243044532557,1948.155427208031,58,HighSchoolOrCollege,1,False,56-60,Size1_NoKids
252,4592.898473785626,1411.2046535288,3181.6938202568267,59,HighSchoolOrCollege,3,True,56-60,Size3_Kids
253,9405.827651719952,1488.8381318800057,7916.989519839947,43,Graduate,3,True,36-45,Size3_Kids
254,7670.642303565706,1363.4370710260773,6307.205232539628,23,Bachelors,3,True,18-25,Size3_Kids
